Title,Year,Rated,Genre,Actors,Plot,Language,Country,imdbID,BoxOffice,Production
Ghost Rider,2007,PG-13,"Action, Fantasy, Thriller","Matt Long, Raquel Alessi, Brett Cullen, Peter Fonda","When motorcycle rider Johnny Blaze sells his soul to the Devil to save his father's life, he is transformed into the Ghost Rider, the Devil's own bounty hunter, and is sent to hunt down sinners.",English,"USA, Australia",tt0259324,"$115,802,596","Columbia Pictures, Crystal Sky, Marvel Enterprises"
Sierra Burgess Is a Loser,2018,PG-13,"Comedy, Drama, Romance","Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo",A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,English,USA,tt3120280,N/A,N/A
Same Kind of Different as Me,2017,PG-13,"Biography, Drama","Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight","International art dealer Ron Hall must befriend a dangerous homeless man in order to save his struggling marriage to his wife, a woman whose dreams will lead all three of them on the journey of their lives.",English,USA,tt1230168,"$6,423,605",Disruption Entertainment
Cult of Chucky,2017,R,"Fantasy, Horror, Thriller","Allison Dawn Doiron, Alex Vincent, Brad Dourif, Fiona Dourif","Chucky returns to terrorize his human victim, Nica. Meanwhile, the killer doll has some scores to settle with his old enemies, with the help of his former wife.",English,USA,tt3280262,N/A,Universal 1440 Entertainment
,,,,,,,,,,
May the Devil Take You,2018,TV-MA,"Horror, Mystery, Thriller","Chelsea Islan, Pevita Pearce, Ray Sahetapy, Karina Suwandhi","When her estranged father falls into a mysterious coma, a young woman seeks answers at his old villa, where she and her stepsister uncover dark truths.",Indonesian,Indonesia,tt8765496,N/A,N/A
Invader ZIM: Enter the Florpus,2019,TV-Y7-FV,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","Richard Steven Horvitz, Rikki Simons, Andy Berman, Melissa Fahn","ZIM discovers his almighty leaders never had any intention of coming to Earth and he loses confidence in himself for the first time in his life, which is the big break his human nemesis, Dib has been waiting for.","English, Korean","South Korea, USA",tt6739094,N/A,N/A
Jupiter Ascending,2015,PG-13,"Action, Adventure, Sci-Fi","Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne",A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.,"English, Russian","USA, Australia",tt1617661,"$47,387,723",Anarchos Productions Inc.
The Occupant,2020,TV-MA,"Adventure, Drama, Thriller","Javier Gutiérrez, Mario Casas, Bruna Cusí, Ruth Díaz","Javier Muñoz, once a successful executive, makes the fateful decision to leave his home, which he and his family can no longer afford.",Spanish,Spain,tt9345754,N/A,"Nostromo Pictures, Netflix España"
Wildling,2018,R,"Drama, Fantasy, Horror, Thriller","Bel Powley, Brad Dourif, Liv Tyler, Collin Kelly-Sordelet",A blossoming teenager uncovers the dark secret behind her traumatic childhood.,English,USA,tt5085924,N/A,"Maven Pictures, IFC Films"
Velvet Buzzsaw,2019,R,"Horror, Mystery, Thriller","Jake Gyllenhaal, Rene Russo, Zawe Ashton, Tom Sturridge","A satire set in the contemporary art world scene of Los Angeles, where big money artists and mega-collectors pay a high price when art collides with commerce.","English, Chinese, Italian","USA, Canada",tt7043012,N/A,N/A
Win It All,2017,TV-MA,Comedy,"Jake Johnson, Rony Shemon, Morgan Ng, Edward Kaihatsu","A small-time gambler agrees to stash a bag for an acquaintance who is heading to prison. When he discovers cash in the bag, he can't resist the urge to dip into the funds.",English,USA,tt3155328,N/A,N/A
Nacho Libre,2006,PG,"Comedy, Family, Sport","Jack Black, Ana de la Reguera, Héctor Jiménez, Darius Rose","Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler).","English, Spanish","USA, Mexico",tt0457510,"$80,197,993","Paramount Pictures, Black &amp; White Productions, Nickelodeon Movies"
Lady J,2018,TV-14,"Drama, Romance","Cécile de France, Edouard Baer, Alice Isaaz, Natalia Dontcheva","Fooled by a notorious libertine, a widow plans her revenge.",French,France,tt7530986,N/A,Moby Dick Films
Voyeur,2017,TV-MA,Documentary,"Gay Talese, Gerald Foos, Nan Talese, Susan Morrison","Journalism icon Gay Talese reports on Gerald Foos, the owner of a Colorado motel, who allegedly secretly watched his guests with the aid of specially designed ceiling vents, peering down from an ""observation platform"" he built in the motel's attic.",English,USA,tt7588790,N/A,"Netflix, Blumhouse Productions, Impact Partners"
Dinner for Schmucks,2010,PG-13,Comedy,"Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement","When he finds out that his work superiors host a dinner celebrating the idiocy of their guests, a rising executive questions it when he's invited, just as he befriends a man who would be the perfect guest.",English,USA,tt0427152,"$73,026,337","Parkes/MacDonald, Everyman Pictures"
School Daze,1988,R,"Comedy, Drama, Musical","Laurence Fishburne, Giancarlo Esposito, Tisha Campbell, Kyme",A not so popular young man wants to pledge to a popular fraternity at his historically black college.,English,USA,tt0096054,"$14,545,844","40 Acres &amp; A Mule Filmworks, Columbia Pictures Corporation"
The Knight Before Christmas,2019,TV-PG,"Adventure, Comedy, Drama, Fantasy, Romance","Vanessa Hudgens, Josh Whitehouse, Emmanuelle Chriqui, Ella Kenion",A medieval English knight is magically transported to present-day America where he falls for a high school science teacher who is disillusioned by love.,English,USA,tt10060094,N/A,Motion Picture Corporation of America (MPCA)
Resident Evil: Afterlife,2010,R,"Action, Adventure, Horror, Sci-Fi","Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts","While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.","English, Japanese, Spanish","Germany, France, Canada, UK, China, USA",tt1220634,"$60,128,566","Constantin Film, Impact Pictures, Davis Films"
Conor McGregor: Notorious,2017,R,"Documentary, Biography, Sport","José Aldo, Audie Attar, Ryan Buescher, Kiefer Crosbie","Featuring unprecedented access, never before seen moments and explosive fight footage, this is the ultimate behind-the-scenes look at a sporting icon and his spectacular rise.",English,Ireland,tt7518466,N/A,Conor McGregor Sports &amp; Entertainment
Khoobsurat,2014,N/A,"Comedy, Romance","Sonam Kapoor, Fawad Khan, Ratna Pathak Shah, Kirron Kher",A hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her and engaged to someone else.,Hindi,India,tt3554418,"$710,508","Anil Kapoor Film Company, Walt Disney Pictures"
The Ballad of Lefty Brown,2017,R,"Action, Drama, Western","Bill Pullman, Peter Fonda, Stephen Alan Seder, Kathy Baker","A thrilling and action-packed Western, The Ballad of Lefty Brown is a story about loyalty, friendship, and the relentless pursuit of justice.",English,USA,tt4400994,"$7,856",Armian Pictures
The Space Between Us,2017,PG-13,"Drama, Romance, Sci-Fi","Gary Oldman, Janet Montgomery, Trey Tucker, Scott Takeda","The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street-smart girl to discover how he came to be.",English,USA,tt3922818,"$7,885,294","Southpaw Entertainment, Los Angeles Media Fund, Huayi Brothers"
Karthik Calling Karthik,2010,Not Rated,"Drama, Mystery, Romance, Thriller","Farhan Akhtar, Deepika Padukone, Ram Kapoor, Shefali Shah","A much abused loner achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone.","Hindi, Urdu",India,tt1373156,"$286,409",Excel Entertainment
Ginger,1971,R,"Action, Crime, Drama","Cheri Caffaro, Duane Tucker, Herbert Kerr, Casey Donovan",A rich society girl is recruited to go undercover and expose a drug/blackmail/prostitution ring in her small town.,English,USA,tt0067133,"$872,256",N/A
The Time Machine,2002,PG-13,"Action, Adventure, Sci-Fi","Guy Pearce, Mark Addy, Phyllida Law, Sienna Guillory","Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.",English,"USA, United Arab Emirates",tt0268695,"$56,832,494","Warner Brothers, DreamWorks Pictures"
Kabhi Alvida Naa Kehna,2006,Not Rated,"Drama, Romance","Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji","Dev, a former football player is married to Rhea, a successful fashion editor. Maya is a kindergarten teacher who is married to Rishi, an outgoing event planner. These couples' lives intersect and they each question their own marriage.","Hindi, English",India,tt0449999,"$3,275,444",Dharma Productions
Maps to the Stars,2014,R,"Comedy, Drama","Julianne Moore, Mia Wasikowska, John Cusack, Evan Bird","A tour into the heart of a Hollywood family chasing celebrity, one another and the relentless ghosts of their pasts.",English,"Canada, Germany, France, USA",tt2172584,"$350,741","Integral Film, Prospero Pictures, SBS Productions, Starmaps Productions"
Looney Tunes: Back in Action,2003,PG,"Animation, Adventure, Comedy, Family","Brendan Fraser, Jenna Elfman, Steve Martin, Timothy Dalton",The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.,English,"Germany, USA",tt0318155,"$20,991,364",Warner Brothers
Homecoming: A Film by Beyoncé,2019,TV-MA,"Documentary, Music","Beyoncé, Joe Brown, Marvin Brown, Nirine S. Brown","This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",English,USA,tt10147546,N/A,N/A
A Christmas Prince,2017,TV-PG,"Comedy, Family, Romance","Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey","When a reporter goes undercover as a tutor to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",English,USA,tt7608418,N/A,Motion Picture Corporation of America
Occupation,2018,R,"Action, Drama, Sci-Fi","Dan Ewing, Temuera Morrison, Stephany Jacobsen, Rhiannon Fish","A small group of town residents have to band together after a devastating ground invasion. As they struggle to survive, they realize they must stay one step ahead of their attackers, and work together for a chance to strike back.",English,Australia,tt6774786,N/A,"SparkeFilms History Design, Saban Films"
"Faith, Hope & Love",2019,PG,"Comedy, Romance","Peta Murgatroyd, Robert Krantz, Michael Richards, Corbin Bernsen","Recent divorcee Faith enters a dance contest to save her dance studio, where she meets Jimmy Hope and rediscovers her faith and dreams.",English,USA,tt8310924,"$210,091",N/A
The Bling Ring,2013,R,"Biography, Crime, Drama","Katie Chang, Israel Broussard, Emma Watson, Claire Julien","Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes.",English,"USA, UK, France, Germany, Japan",tt2132285,"$5,845,732","American Zoetrope, Nala Films"
Pokémon the Movie: The Power of Us,2018,Not Rated,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","Sarah Natochenny, Haven Paschall, Eddy Lee, Kathryn Cahill","Ash meets five residents who come together to save the day when a series of threats endanger the annual Wind Festival and the entire population of their home, Fula City",Japanese,Japan,tt8108230,"$789,170","Wit Studio, Oriental Light and Magic, TV Tokyo, Pikachu Project &#39;99"
Chronicle of an Escape,2006,R,"Crime, Thriller","Rodrigo De la Serna, Pablo Echarri, Nazareno Casero, Lautaro Delgado","The goalkeeper of a little-known soccer team is kidnapped by a Argentinean government squad and sent to a detention center. After months of torture, he plots his escape with three other young men.",Spanish,Argentina,tt0479354,"$2,370","20th Century Fox, Instituto Nacional de Cinema"
The Tourist,2010,PG-13,"Action, Thriller","Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton","Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.","English, French, Italian, Russian, Spanish","USA, France, Italy, UK",tt1243957,"$67,631,157","GK Films, Birnbaum/Barber"
Menashe,2017,PG,Drama,"Menashe Lustig, Josh Alpert, Abraham Bresky, Jorge Cea","Within Brooklyn's ultra-orthodox Jewish community, a widower battles for custody of his son. A tender drama performed entirely in Yiddish, the film intimately explores the nature of faith and the price of parenthood.","Yiddish, English, Spanish",USA,tt6333086,"$1,703,036",Shtick Film
Lez Bomb,2018,TV-14,"Comedy, Drama","Jenna Laurenzo, Caitlin Mehner, Deirdre O'Connell, Dorothi Fox","A still closeted young woman brings her girlfriend home for Thanksgiving, only to have her coming out efforts thwarted by the unexpected arrival of her male roommate.",English,USA,tt3496790,N/A,Gravitas Ventures
What a Girl Wants,2003,PG,"Comedy, Drama, Family, Romance","Kelly Preston, Soleil McGhee, Colin Firth, Eileen Atkins","An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election.",English,"USA, UK",tt0286788,"$36,105,433",Gaylord Films
Candy Jar,2018,TV-14,Comedy,"Jacob Latimore, Sami Gayle, Tom Bergeron, Helen Hunt",Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,English,USA,tt6744044,N/A,N/A
He Named Me Malala,2015,PG-13,"Documentary, Biography","Malala Yousafzai, Ziauddin Yousafzai, Toor Pekai Yousafzai, Khushal Yousafzai","A look at the events leading up to the Taliban's attack on Pakistani schoolgirl, Malala Yousafzai, for speaking out on girls' education followed by the aftermath, including her speech to the United Nations.",English,"USA, United Arab Emirates",tt3065132,"$2,668,936",Participant Media
